448044	0.7413648096711773
448045	1.4607469619678108
448046	1.5806270428149332
448047	1.5806270428149332
448048	414.10698755502256
448049	657.1420447869484
448050	692.3153626832495
448051	694.7217888085578
448052	1217.7251952575098
448053	2129.5815758065132
448054	2534.183376887414
448055	2588.9814043124775
448056	2859.6052161057455
448057	3794.6585196638675
448058	4349.522416006873
448059	4450.553807852438
448060	4614.534424014891
448061	5533.983326467009
448062	6155.333001494052
448063	6277.978163762302
448064	6418.531692024944
448065	7315.096985135261
448066	7932.851265118577
448067	8053.045322158852
448068	8053.164414549905
448069	8053.243798072184
448070	8053.243798072184
448071	8053.243798072184
448072	8188.118145036257
448073	8261.464404106402
448074	8272.189274464057
448075	8273.379673400108
448076	8461.423841994496
448077	8756.955966289144
448078	8884.568781129577
448079	8902.36058325575
448080	9002.050291736075
448081	9313.960305122797
448082	9491.09991379501
448083	9522.607287452489
448084	9580.565425472032
448085	9887.544594411404
448086	10095.973341961617
448087	10139.89315909759
448088	10184.468203330262
448089	10486.035224373245
448090	10701.183825880267
448091	10742.888310503251
448092	10782.674167555131
448093	11083.810741552406
448094	11297.450121901109
448095	11339.056587271527
448096	11339.166093886965
448097	11339.193486069755
448098	11339.193486069755
448099	11339.22089507601
448100	11383.968472702143
448101	11407.27322171488
448102	11411.225005632035
448103	11411.431476217484
448104	11479.370385490947
448105	11580.712878098666
448106	11621.88807625494
448107	11627.648459045637
448108	11665.525595003892
448109	11772.643596961909
448110	11833.704734613308
448111	11844.414099244243
448112	11865.753328486595
448113	11972.701161377878
448114	12042.292366938213
448115	12056.535341102168
448116	12070.559661032084
448117	12175.64701242927
448118	12251.197026934602
448119	12267.009681171561
448120	12279.735656856
448121	12382.876968083874
448122	12458.999466866038
448123	12475.24779550777
448124	12475.29243167798
448125	12475.302086708462
448126	12475.302086708462
448127	12475.302086708462
448128	12490.022553386465
448129	12497.397016774314
448130	12498.466446274751
448131	12498.620008920536
448132	12524.051259497692
448133	12559.117111303867
448134	12572.138560451449
448135	12573.947903980774
448136	12589.195296962444
448137	12626.930039628875
448138	12647.373972436371
448139	12650.78482241734
448140	12659.203294137496
448141	12696.89122176395
448142	12721.104493484681
448143	12726.332166078944
448144	12731.736450177941
448145	12768.802008738767
448146	12795.106080634272
448147	12800.748146194095
448148	12805.03395980961
448149	12841.618944417198
448150	12869.02789476962
448151	12874.932464968286
448152	12878.785562438257
448153	12915.202630586571
448154	12942.626323514869
448155	12948.442993820014
448156	12948.453405418773
448157	12948.458611236576
448158	12948.460346919024
448159	12948.460346919024
448160	12953.48559070475
448161	12955.894845080153
448162	12956.246085699528
448163	12956.27558818396
448164	12965.869780904499
448165	12978.393008852609
448166	12983.003576468402
448167	12983.569623668716
448168	12989.45251327447
448169	13003.053665949996
448170	13010.113418440087
448171	13011.321854006705
448172	13014.697926977731
448173	13028.315257935736
448174	13037.014514733688
448175	13038.811959343346
448176	13040.78434451694
448177	13054.205192359843
448178	13063.689653738198
448179	13065.756400515533
448180	13067.163851641226
448181	13080.204410446528
448182	13090.28183878086
448183	13092.482482488967
448184	13093.809347495519
448185	13106.633801474674
448186	13116.820172302117
448187	13119.050862204063
448188	13130.05291211712
448189	13139.572774178228
448190	13141.828626938319
448191	13142.052858588826
448192	13142.057869070924
448193	13142.057869070924
448194	13142.057869070924
448195	13142.057869070924
448196	13143.810831390945
448197	13144.6521623067
448198	13144.770976600053
448199	13144.780371051671
448200	13148.356992104023
448201	13152.813432521169
448202	13154.385841345922
448203	13154.593220993569
448204	13156.916188354777
448205	13161.799864638788
448206	13164.300785231244
448207	13164.693920100694
448208	13166.039716192021
448209	13170.967829182724
448210	13173.957852833626
448211	13174.512761921422
448212	13175.328532670275
448213	13180.173411744461
448214	13183.548962974926
448215	13184.265665907405
448216	13184.815761827665
448217	13189.575143475475
448218	13193.173572228045
448219	13193.974200044471
448220	13194.445780778215
448221	13199.08861799872
448222	13202.746536346318
448223	13203.565984107352
448223	13204.41650816563
448223	13205.298202623728
448224	13205.740499857096
448225	13210.442543795485
448226	13214.152403434344
448227	13215.024195200833
448228	13218.970796987538
448229	13222.306471654123
448230	13223.077579583934
448231	13223.163392660908
448232	13934.863029053291
448233	14656.38865171909
448234	14864.565530810924
448235	14888.580391450352
448236	15131.886668388286
448237	15371.09346572506
448238	15435.726548876988
448239	15443.094398880698
448240	15528.75998267974
448241	15608.399413714791
448242	15629.631797735157
448243	15632.353026583974
448244	15662.644315397483
448245	15689.976379314585
448246	15696.452628330695
448247	15697.198209967235
