448044	10060.636919617653	1.0
448045	10061.300488054752	1.0
448046	10062.722609758377	1.0
448047	10066.179295420647	1.0
448048	10059.172524333	1.0
448049	10053.565040826797	1.0
448050	10062.943030893803	1.0
448051	10068.1410420537	1.0
448052	10058.529903292656	1.0
448053	10059.919357717037	1.0
448054	10064.885626792908	1.0
448055	10056.947082221508	1.0
448056	10060.406407654285	1.0
448057	10060.384944617748	1.0
448058	10064.600941359997	1.0
448059	10061.3573423028	1.0
448060	10060.025317847729	1.0
448061	10060.14642494917	1.0
448062	10056.72901493311	1.0
448063	10058.214021205902	1.0
448064	10062.136901974678	1.0
448065	10055.524076223373	1.0
448066	10058.999477922916	1.0
448067	10053.798087120056	1.0
448068	10037.92089009285	1.0
448069	10039.363045692444	1.0
448070	10048.957794725895	1.0
448071	10044.838935613632	1.0
448072	10046.04992622137	1.0
448073	10043.089386165142	1.0
448074	10043.761382699013	1.0
448075	10042.347685217857	1.0
448076	10042.145366251469	1.0
448077	10043.316104590893	1.0
448078	10038.566012203693	1.0
448079	10039.347440004349	1.0
448080	10037.285330176353	1.0
448081	10040.36165356636	1.0
448082	10044.199187994003	1.0
448083	10042.278419733047	1.0
448084	10043.938207030296	1.0
448085	10044.030939042568	1.0
448086	10042.304384231567	1.0
448087	10037.822236418724	1.0
448088	10040.502256393433	1.0
448089	10041.265871226788	1.0
448090	10036.351272165775	1.0
448091	10046.111036658287	1.0
448092	10045.747439205647	1.0
448093	10042.396649897099	1.0
448094	10044.436894416809	1.0
448095	10038.114752590656	1.0
448096	10034.8275359869	1.0
448097	10029.138682425022	1.0
448098	6016.9759486317635	1.0
448099	10022.982863247395	1.0
448100	10028.621371686459	1.0
448101	10029.579258143902	1.0
448102	10030.860996305943	1.0
448103	10030.158551037312	1.0
448104	10025.881502628326	1.0
448105	10029.938264131546	1.0
448106	10031.778271377087	1.0
448107	10027.585119187832	1.0
448108	10033.095402538776	1.0
448109	10029.577268779278	1.0
448110	10026.788683831692	1.0
448111	10032.534275889397	1.0
448112	10028.218581140041	1.0
448113	10027.15110361576	1.0
448114	10026.416291713715	1.0
448115	10026.184027254581	1.0
448116	10031.153173446655	1.0
448117	10029.040662884712	1.0
448118	10024.991607129574	1.0
448119	10030.019245445728	1.0
448120	10029.264056444168	1.0
448121	10028.819395244122	1.0
448122	10027.84612762928	1.0
448123	10028.914511978626	1.0
448124	10030.00830578804	1.0
448125	10029.176000714302	1.0
448126	10033.103670716286	1.0
448127	10027.939412415028	1.0
448128	10029.84643816948	1.0
448129	10034.028726398945	1.0
448130	10029.664268016815	1.0
448131	10036.082206964493	1.0
448132	10030.715671896935	1.0
448133	10029.206897079945	1.0
448134	10030.621916174889	1.0
448135	10028.895149230957	1.0
448136	10029.414447307587	1.0
448137	10030.90291774273	1.0
448138	10032.969613134861	1.0
448139	10029.487782895565	1.0
448140	10029.203586280346	1.0
448141	10027.10760641098	1.0
448142	10027.496126174927	1.0
448143	10029.236648261547	1.0
448144	10026.528513133526	1.0
448145	10030.820657074451	1.0
448146	10032.299231946468	1.0
448147	10028.952891767025	1.0
448148	10030.385624408722	1.0
448149	10028.994662761688	1.0
448150	10027.078435361385	1.0
448151	10029.18010377884	1.0
448152	10029.558402121067	1.0
448153	10028.227848410606	1.0
448154	10029.771320402622	1.0
448155	10026.531691372395	1.0
448156	10031.888706028461	1.0
448157	10031.85320186615	1.0
448158	10029.48437511921	1.0
448159	10029.818354666233	1.0
448160	10026.382812082767	1.0
448161	10028.907138466835	1.0
448162	10031.836530208588	1.0
448163	10030.884031891823	1.0
448164	10025.866656959057	1.0
448165	10030.401323080063	1.0
448166	10032.186531841755	1.0
448167	10030.283631026745	1.0
448168	10028.480684578419	1.0
448169	10028.496073186398	1.0
448170	10026.854507803917	1.0
448171	10031.838746249676	1.0
448172	10029.106320559978	1.0
448173	10031.183574616909	1.0
448174	10025.65883910656	1.0
448175	10028.719297230244	1.0
448176	9029.991151034832	1.0
448177	10027.360728800297	1.0
448178	10027.801356434822	1.0
448179	10030.383500993252	1.0
448180	10029.553948402405	1.0
448181	10029.668784081936	1.0
448182	10025.853950321674	1.0
448183	10028.725827515125	1.0
448184	10029.249151468277	1.0
448185	10029.53254109621	1.0
448186	10027.825854122639	1.0
448187	10029.276229918003	1.0
448188	10033.04126906395	1.0
448189	10030.484397292137	1.0
448190	10028.127289533615	1.0
448191	10029.456723988056	1.0
448192	10032.088533997536	1.0
448193	10035.927908182144	1.0
448194	10031.856181800365	1.0
448195	10032.87566125393	1.0
448196	10033.343797028065	1.0
448197	10031.035380005836	1.0
448198	10034.126879811287	1.0
448199	10032.304593145847	1.0
448200	10032.004805922508	1.0
448201	10030.787342190742	1.0
